Immunologic Memory;23144;428;[108];4;['PUBMED|8766034', 'PUBMED|15282848', 'PUBMED|12449559', 'PUBMED|15627129']
Disease of capillaries;149448;11766940;[123];1;['PUBMED|21428968']
Abuse;1921524;11766940;[126];1;['PUBMED|9280629']
Hydroxytryptamine;159276;471;[291, 327];2;['PUBMED|7639613', 'PUBMED|11478927']
RNA, Messenger;38896;530;[300, 324];1;['PUBMED|22061836']
Cardiovascular system hereditary disorder;1840212;577;[123];1;['UMLS2012AA|MRREL']
Horner's syndrome pupil;397848;455;[123];1;['PUBMED|2689963']
Transient Ischemic Attack;9184;455;[123];1;['PUBMED|12552045']
Microcirculation;28260;428;[108];2;['PUBMED|8048777', 'PUBMED|8228651']
Vascular constriction (function);45902;471;[108];2;['PUBMED|9155868', 'PUBMED|1245632']
Meniere Disease;27618;455;[123];1;['PUBMED|21469911']
Eating Disorders;14936;475;[126];1;['PUBMED|19415427']
classic migraine with aura with status migrainosus;3686590;575;[123];1;['UMLS2012AA|MRREL']
Serotonin;40026;471;[291, 327];7;['PUBMED|9629840', 'PUBMED|8374139', 'PUBMED|21737202', 'PUBMED|21631476', 'PUBMED|12934790', 'PUBMED|16732844', 'PUBMED|2252337']
Neurotic Disorders;30274;455;[126];1;['PUBMED|22193458']
Cardiovascular Diseases;8550;455;[123];1;['PUBMED|19861375']
Cyclic AMP;2496;530;[300, 324];3;['PUBMED|17059437', 'PUBMED|15196297', 'PUBMED|9385754']
Adrenal Cortex Hormones;2678;483;[294, 318, 330];2;['PUBMED|17942818', 'PUBMED|18272089']
Livedo Reticularis;109762;11766940;[123];1;['PUBMED|12010382']
Acute Cerebrovascular Accidents;1020550;455;[123];1;['PUBMED|15913902']
Transient Ischemic Attack;9184;455;[123];2;['PUBMED|7388704', 'PUBMED|12552045']
Complement System Proteins;11118;530;[306, 339];1;['PUBMED|4094641']
Choline;9892;483;[291, 318, 324];1;['PUBMED|3954039']
Arginine;5012;11766928;[306, 318, 324];1;['PUBMED|7828194']
Hemiparesis;20972;11766940;[123];1;['PUBMED|12005289']
Cotard's syndrome;1835832;11766940;[126];2;['PUBMED|8406649', 'PUBMED|12011289']
retinal migraine headache with intractable migraine and status migrainosus;3686644;530;[123];1;['UMLS2012AA|MRREL']
Cerebral Aneurysm;1247906;11766940;[123];1;['PUBMED|15404483']
Mandibular left first molar prosthesis;2318364;411;[60];1;['PUBMED|8971111']
Chromosomes, Human, Pair 13;10148;411;[69];1;['PUBMED|9229129']
noradrenergic;824572;530;[114];1;['PUBMED|10450363']
Suicide attempt;42174;11766870;[126];1;['PUBMED|22404176']
Vertiginous syndrome;297964;11766940;[123];1;['PUBMED|11667987']
Serotonin;40026;443;[291, 327];1;['PUBMED|2516913']
Nitric Oxide Synthase;132100;530;[306, 333];1;['PUBMED|12421162']
Neurokinin A;42084;530;[306, 327];1;['PUBMED|2558365']
lipoproteinemia;2043260;11766940;[123];1;['PUBMED|5387598']
Calcium Channel;7958;530;[306, 324];1;['PUBMED|10202246']
SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS;2686824;467;[123];1;['UMLS2012AA|MRREL']
classic migraine with aura with intractable migraine and status migrainosus;3686588;577;[123];1;['UMLS2012AA|MRREL']
retinal migraine headache with status migrainosus;3686646;530;[123];1;['UMLS2012AA|MRREL']
Melatonin;27544;530;[291, 318, 327, 330];7;['PUBMED|15910564', 'PUBMED|11578254', 'PUBMED|14728708', 'PUBMED|9209772', 'PUBMED|16548786', 'PUBMED|2714976', 'PUBMED|16298494']
Estradiol;16588;483;[294, 318, 330];1;['PUBMED|12656701']
Cerebrovascular accident;41926;11766940;[123];11;['PUBMED|3762955', 'PUBMED|17432214', 'PUBMED|9406203', 'PUBMED|9109736', 'PUBMED|7848119', 'PUBMED|20858559', 'PUBMED|8236332', 'PUBMED|17478165', 'PUBMED|14510085', 'PUBMED|15596418', 'PUBMED|12424306']
TGFBI gene;1935588;530;[72];2;['PUBMED|15003170', 'PUBMED|17395138']
Menstruation;27680;530;[102];11;['PUBMED|19076658', 'PUBMED|11200785', 'PUBMED|13275692', 'PUBMED|10487508', 'PUBMED|17300386', 'PUBMED|18990752', 'PUBMED|2289233', 'PUBMED|1065186', 'PUBMED|12998575', 'PUBMED|9399015', 'PUBMED|22367631']
Ionized calcium;449594;530;[324, 384];1;['PUBMED|12010379']
Myocardial Ischemia;143278;471;[123];1;['PUBMED|1774159']
Foramen Ovale, Patent;18358;471;[48, 123];1;['PUBMED|15985118']
CNS disorder;9052;575;[123];4;['PUBMED|15115645', 'PUBMED|8763591', 'PUBMED|18093149', 'PUBMED|11898510']
familial hemiplegic migraine headache with intractable migraine;3688028;575;[123];1;['UMLS2012AA|MRREL']
Temporomandibular Joint Dysfunction Syndrome;43012;471;[123];1;['PUBMED|3910260']
migraine aura without headache with status migrainosus;3687470;577;[123];1;['UMLS2012AA|MRREL']
Biological feedback;909228;471;[99];1;['PUBMED|6671106']
Peripheral Neuropathy;33780;575;[123];1;['PUBMED|22278991']
classic migraine with typical aura with status migrainosus;3686606;530;[123];1;['UMLS2012AA|MRREL']
Histidine;21628;483;[306, 318, 324];1;['PUBMED|7497232']
von Willebrand Factor;46464;530;[306, 318, 324];1;['PUBMED|11468324']
Substance P;42086;455;[306, 327];1;['PUBMED|7507472']
Aging;2886;530;[102];1;['PUBMED|19546824']
Dyskinesias, Paroxysmal;1021004;11766940;[123];1;['PUBMED|18451999']
hemiplegic migraine headache with intractable migraine and status migrainosus;3688804;575;[123];1;['UMLS2012AA|MRREL']
Migrainous vertigo;473148;575;[123];1;['UMLS2012AA|MRREL']
Theophylline;43276;483;[291, 318, 324];2;['PUBMED|7002576', 'PUBMED|20991385']
Giant Cell Arteritis;42994;530;[123];1;['PUBMED|635352']
Estrogens;16620;11766882;[294, 318, 330];1;['PUBMED|1167631']
Equilibrium;16296;530;[102];2;['PUBMED|810679', 'PUBMED|3736982']
Vascular constriction (function);45902;471;[108];1;['PUBMED|14606052']
MIGRAINE, FAMILIAL HEMIPLEGIC, 1;2667608;606;[123];1;['UMLS2012AA|MRREL']
Carotid Artery, Internal, Dissection;1020298;11766940;[123];1;['PUBMED|12940812']
Atopic rhinitis;3196;455;[123];1;['PUBMED|16937756']
Ion Channel;24204;530;[306, 324];1;['PUBMED|20971560']
Aphasia;4794;469;[126];1;['UMLS2012AA|MRREL']
Niacin;30340;483;[291, 318, 336];4;['PUBMED|14845741', 'PUBMED|18120831', 'PUBMED|13531950', 'PUBMED|15673472']
Mitochondrial Encephalomyopathies;159642;11766940;[123];1;['PUBMED|20656703']
Leukotrienes;25806;530;[297, 324];2;['PUBMED|7816789', 'PUBMED|3024845']
Substance Use Disorders;42088;11766940;[126];1;['PUBMED|1862159']
Cholesterol;9870;11766870;[294, 324];1;['PUBMED|15546598']
Mental disorders;6160;463;[126];1;['PUBMED|9463033']
Biogenic Amines;6718;436;[291, 318, 327];1;['PUBMED|6271321']
Estradiol;16588;530;[294, 318, 330];1;['PUBMED|10438103']
beta-Endorphin;6454;530;[306, 327];1;['PUBMED|8313456']
Hypertensive disease;22596;11766940;[123];1;['PUBMED|1270246']
Norepinephrine;30656;483;[291, 318, 327];2;['PUBMED|17645758', 'PUBMED|16776698']
Oculomotor Nerve Paralysis;31138;11766940;[123];1;['PUBMED|15009017']
familial hemiplegic migraine headache;3688026;577;[123];1;['UMLS2012AA|MRREL']
Cyclical vomiting syndrome (disorder);143760;11766940;[123];2;['PUBMED|21147834', 'PUBMED|17325552']
Cell Adhesion Molecules;8920;530;[306, 324];1;['PUBMED|10961772']
Glycoproteins;19852;530;[306, 309];1;['PUBMED|13793156']
Abducens Nerve Diseases;297742;11766940;[123];2;['PUBMED|4055366', 'PUBMED|20670995']
Arachidonic Acid;4948;530;[297];1;['PUBMED|7816789']
Chronic cluster headache unremitting from onset;469188;577;[123];1;['UMLS2012AA|MRREL']
Coronary heart disease;11702;11766936;[123];1;['PUBMED|12390634']
Bipolar Disorder;6820;11766940;[126];2;['PUBMED|18070059', 'PUBMED|21210177']
Chromosomes, Human, Pair 22;10168;411;[69];1;['PUBMED|22197687']
neurological system process;1920136;530;[102];1;['PUBMED|22394302']
Estradiol;16588;443;[294, 318, 330];1;['PUBMED|15985113']
Pregnancy;35850;471;[102];1;['PUBMED|3359483']
Neuropeptides;30232;455;[306, 327];3;['PUBMED|11704650', 'PUBMED|7585321', 'PUBMED|8549636']
Vasodilation;45908;471;[99];3;['PUBMED|9949863', 'PUBMED|16686903', 'PUBMED|8733984']
Low Tension Glaucoma;143722;475;[123];1;['PUBMED|2021590']
Capsaicin;8250;530;[312, 318];1;['PUBMED|7708405']
orexins;1554814;530;[306, 327];2;['PUBMED|18479470', 'PUBMED|18479471']
Norepinephrine;30656;530;[291, 318, 327];3;['PUBMED|2613514', 'PUBMED|3736982', 'PUBMED|17568991']
Accommodation phosphene;34346;428;[108];2;['PUBMED|7762167', 'PUBMED|313533']
Potentials, Event-Related;315856;11766940;[108];9;['PUBMED|15049162', 'PUBMED|9673805', 'PUBMED|16483461', 'PUBMED|11128819', 'PUBMED|7649050', 'PUBMED|2289233', 'PUBMED|11304023', 'PUBMED|8448784', 'PUBMED|2714975']
Chronic Paroxysmal Hemicrania;469192;1417;[123];1;['UMLS2012AA|MRREL']
Nitric Oxide;30456;530;[318, 324, 387];18;['PUBMED|11164810', 'PUBMED|17115991', 'PUBMED|12964492', 'PUBMED|7538702', 'PUBMED|11072643', 'PUBMED|19282179', 'PUBMED|10376160', 'PUBMED|18789357', 'PUBMED|7585921', 'PUBMED|15613204', 'PUBMED|12534579', 'PUBMED|9453277', 'PUBMED|17691982', 'PUBMED|10465701', 'PUBMED|8891062', 'PUBMED|9876886', 'PUBMED|10376166', 'PUBMED|16362706']
Ergot Alkaloids;16350;455;[291, 318, 324];1;['PUBMED|8389008']
Scotopic sensitivity;1814854;475;[123];1;['PUBMED|15953122']
Leptin;329452;483;[306, 330];3;['PUBMED|19748048', 'PUBMED|20959431', 'PUBMED|16232156']
Blood Vessels;7092;411;[60];9;['PUBMED|10563228', 'PUBMED|10354752', 'PUBMED|19446275', 'PUBMED|11311800', 'PUBMED|18471116', 'PUBMED|8743744', 'PUBMED|13929429', 'PUBMED|5724907', 'PUBMED|20216215']
Enkephalin, Methionine;15956;530;[306, 327];1;['PUBMED|2323918']
Degenerative polyarthritis;31716;11766940;[123];1;['PUBMED|9051331']
Substance P;42086;530;[306, 327];1;['PUBMED|17123735']
Hydroxytryptamine;159276;455;[291, 327];4;['PUBMED|3512233', 'PUBMED|3901676', 'PUBMED|12585731', 'PUBMED|8502382']
Melatonin;27544;459;[291, 318, 327, 330];1;['PUBMED|15910564']
Gonadal Hormones;332066;471;[330];1;['PUBMED|3609871']
Foramen Ovale, Patent;18358;475;[48, 123];1;['PUBMED|19232760']
classic migraine with acute-onset aura;3686580;577;[123];1;['UMLS2012AA|MRREL']
Dopamine-beta-monooxygenase;14498;455;[306, 333];1;['PUBMED|11085595']
Central neuron;916802;411;[66];1;['PUBMED|6413073']
adrenomedullin;225692;530;[306, 318];1;['PUBMED|19126117']
Thalamic infarction;2404462;11766940;[123];1;['PUBMED|2391306']
ACE gene;2062064;11766870;[72];1;['PUBMED|15893594']
Cerebral cortex;9168;411;[60];1;['PUBMED|4016940']
Bipolar Disorder;6820;475;[126];3;['PUBMED|16732843', 'PUBMED|14511270', 'PUBMED|10357039']
Harris's migrainous neuralgia;1179330;1142;[123];1;['UMLS2012AA|MRREL']
Ischemia;24312;455;[123];1;['PUBMED|3813932']
classic migraine with prolonged aura;3686592;577;[123];1;['UMLS2012AA|MRREL']
Myocardial Infarction;29370;11766940;[123];1;['PUBMED|20147658']
Neuropeptides;30232;530;[306, 327];2;['PUBMED|7828188', 'PUBMED|1690601']
Choline;9892;483;[291, 318, 324];3;['PUBMED|3954039', 'PUBMED|16614022', 'PUBMED|6419890']
Limb structure;17102;411;[60];1;['PUBMED|21572055']
Foramen Ovale, Patent;18358;11766870;[48, 123];1;['PUBMED|19418291']
Entire visual pathway;1880452;411;[60];1;['PUBMED|9094046']
Melatonin;27544;483;[291, 318, 327, 330];6;['PUBMED|12383068', 'PUBMED|7553813', 'PUBMED|12390642', 'PUBMED|11843873', 'PUBMED|7954739', 'PUBMED|12628058']
Prostaglandins;36454;455;[297, 318, 324];2;['PUBMED|11704650', 'PUBMED|21695945']
classic migraine with prolonged aura with status migrainosus;3686598;530;[123];1;['UMLS2012AA|MRREL']
Menstruation;27680;471;[102];1;['PUBMED|3359483']
Posterior Ischemic Optic Neuropathy;1020126;11766940;[123];2;['PUBMED|8824007', 'PUBMED|18705029']
Nitrites;30464;483;[288];1;['PUBMED|11993611']
Monoamine Oxidase B;28764;530;[306, 333];1;['PUBMED|15694196']
Premenstrual syndrome;35956;11766940;[123];1;['PUBMED|11226717']
Membrane Transport Proteins;819560;455;[306, 324];1;['PUBMED|19845785']
Migrainous infarction;1554132;1142;[123];1;['UMLS2012AA|MRREL']
CNS disorder;9052;575;[123];1;['PUBMED|11883365']
Nitric Oxide;30456;443;[318, 324, 387];1;['PUBMED|19246728']
PHOSPHOGLYCERATE KINASE 1 DEFICIENCY;2922450;469;[123];1;['UMLS2012AA|MRREL']
Cerebrovascular Occlusion;818516;11766940;[123];1;['PUBMED|7080123']
Foramen Ovale, Patent;18358;11766940;[48, 123];13;['PUBMED|19530214', 'PUBMED|19729369', 'PUBMED|17233193', 'PUBMED|20854974', 'PUBMED|16881979', 'PUBMED|11872892', 'PUBMED|17362678', 'PUBMED|17295330', 'PUBMED|18986396', 'PUBMED|16455428', 'PUBMED|20647240', 'PUBMED|19960753', 'PUBMED|10024860']
Occipital lobe;31052;411;[60];3;['PUBMED|8741354', 'PUBMED|9177612', 'PUBMED|16419565']
Estrogens;16620;455;[294, 318, 330];4;['PUBMED|1167630', 'PUBMED|18265590', 'PUBMED|18990752', 'PUBMED|21207200']
Confusion;11338;11766940;[126];1;['PUBMED|6508497']
Muscle of orbit;31134;977;[60];1;['UMLS2012AA|MRREL']
Pericranium;1661504;411;[60];1;['PUBMED|16162087']
voltage gated channel;820972;471;[99];1;['PUBMED|20142270']
Somatostatin;41050;455;[306, 318, 330];1;['PUBMED|12670664']
Superoxide Dismutase;42358;455;[306, 318, 333];2;['PUBMED|7954742', 'PUBMED|15366402']
Epilepsies, Myoclonic;16208;11766940;[123];1;['PUBMED|10933990']
Excretory function;228142;471;[99];1;['PUBMED|1231931']
Lecithin;34334;483;[312, 318, 324];2;['PUBMED|2507162', 'PUBMED|2507163']
Chronic progressive external ophthalmoplegia;159656;11766940;[123];1;['PUBMED|15965044']
ATP1A2 gene;2059950;11766912;[72];1;['PUBMED|16508934']
Bipolar Disorder;6820;455;[126];1;['PUBMED|14624354']
Hereditary hemorrhagic telangiectasia;42950;11766940;[123];1;['PUBMED|19324948']
Hydrocephalus;22310;455;[123];1;['PUBMED|6490365']
Sodium Valproate;40974;11766900;[312, 318];1;['PUBMED|8164818']
11-Hydroxycorticosteroids;1518;530;[294, 330];1;['PUBMED|5653687']
Sleep Apnea, Obstructive;697070;455;[123];1;['PUBMED|11382908']
Hyperphenylalaninaemia;1019640;11766940;[123];1;['PUBMED|2476203']
Chromosomes, Human, Pair 4;10172;411;[69];2;['PUBMED|14615638', 'PUBMED|12849426']
Cerebral Ischemia;1247566;455;[123];2;['PUBMED|10560461', 'PUBMED|2361051']
Pregnancy;35850;11766938;[102];1;['PUBMED|17940921']
Estradiol;16588;455;[294, 318, 330];1;['PUBMED|17190936']
Tolosa-Hunt Syndrome;43896;11766940;[123];1;['PUBMED|2107978']
angiogenin;59974;530;[306, 333];1;['PUBMED|20974599']
Endothelin-1;103844;530;[306, 324];4;['PUBMED|8178628', 'PUBMED|10203347', 'PUBMED|8720338', 'PUBMED|8682672']
Migraine with ischemic complication;397732;575;[123];1;['UMLS2012AA|MRREL']
CX3CL1 gene;1928792;530;[72];1;['PUBMED|18194290']
Trigeminal Neuralgia, Idiopathic;469264;11766940;[123];1;['PUBMED|8933991']
familial hemiplegic migraine headache with intractable migraine and status migrainosus;3688030;577;[123];1;['UMLS2012AA|MRREL']
Paroxysmal Hemicrania;2036804;1418;[123];1;['UMLS2012AA|MRREL']
Biliary Tract Diseases;6648;471;[123];1;['PUBMED|20047569']
Vascular Headaches;45874;575;[123];19;['PUBMED|10027765', 'PUBMED|2186067', 'PUBMED|11087776', 'PUBMED|22005686', 'PUBMED|2662150', 'PUBMED|6440873', 'PUBMED|20971093', 'PUBMED|9058395', 'PUBMED|12807519', 'PUBMED|13457827', 'PUBMED|17149427', 'PUBMED|14647907', 'PUBMED|16305167', 'PUBMED|8287282', 'PUBMED|11598494', 'PUBMED|16402240', 'PUBMED|6650950', 'PUBMED|6511281', 'PUBMED|2252337']
Aneurysm, Dissecting;4126;11766870;[123];1;['PUBMED|21571759']
Memory impairment;250840;11766940;[126];1;['PUBMED|11037744']
Temporal Lobe;42998;411;[60];1;['PUBMED|19055296']
Fecal Incontinence;17502;455;[123];1;['PUBMED|16284292']
abdominal migraine with status migrainosus;3688806;577;[123];1;['UMLS2012AA|MRREL']
Psychotic Disorders;36934;421;[126];1;['PUBMED|8482964']
Anxiety Disorders;4726;471;[126];1;['PUBMED|16109114']
Vascular Diseases;45870;530;[123];1;['PUBMED|10742295']
Glycerin;19762;483;[291, 318, 324];2;['PUBMED|3495342', 'PUBMED|1944829']
Growth Hormone;41054;483;[306, 318, 330];5;['PUBMED|17645758', 'PUBMED|12780765', 'PUBMED|3582271', 'PUBMED|6417280', 'PUBMED|440992']
Atypical Cluster Headache;469194;1417;[123];1;['UMLS2012AA|MRREL']
Necrosis;29804;11766940;[108];1;['PUBMED|7428989']
Tension;250330;11766940;[126];1;['PUBMED|11571822']
Horner's syndrome pupil;397848;11766940;[123];4;['PUBMED|8262788', 'PUBMED|8774424', 'PUBMED|4016918', 'PUBMED|3742590']
Smell Perception;40670;530;[102];2;['PUBMED|9731944', 'PUBMED|9399001']
Kidney Failure;38232;11766870;[123];1;['PUBMED|12499469']
Immunoglobulins;23102;530;[306, 318, 339];1;['PUBMED|4094641']
Foramen Ovale, Patent;18358;11766940;[48, 123];3;['PUBMED|19331783', 'PUBMED|17661272', 'PUBMED|16362645']
Refractory migraine with aura;2657054;1417;[123];1;['UMLS2012AA|MRREL']
Oxytocin;32668;483;[306, 318, 330];1;['PUBMED|16931475']
Estrogens;16620;436;[294, 318, 330];3;['PUBMED|10859702', 'PUBMED|18826806', 'PUBMED|22115567']
HLA locus;1909838;530;[72];1;['PUBMED|16362659']
